Date,Timestamp,IP,Method,Endpoint,Status
2025-06-27,2025-06-27T06:29:24.393686501Z,118.69.125.122:55580,POST,/extract_drug_info,200
2025-06-27,2025-06-27T07:24:33.399796805Z,118.69.125.122:53628,POST,/extract_drug_info,200
2025-06-27,2025-06-27T07:24:45.240719542Z,118.69.125.122:53704,POST,/extract_drug_info,200
2025-06-27,2025-06-27T07:56:38.492054297Z,118.69.125.122:62059,POST,/medicine_classify_v2/,200
2025-06-27,2025-06-27T08:00:50.083239190Z,103.9.0.229:43944,POST,/medicine_classify_v2/,200
2025-06-27,2025-06-27T08:00:54.658768170Z,103.9.0.229:43944,POST,/classify_ngoaitru,200
2025-06-27,2025-06-27T08:41:58.644148771Z,103.9.0.229:33434,POST,/medicine_classify_v2/,200
2025-06-27,2025-06-27T08:42:15.893953565Z,103.9.0.229:33434,POST,/classify_ngoaitru,200
2025-06-27,2025-06-27T09:25:06.386196816Z,103.9.0.229:43286,POST,/classify,200
2025-06-27,2025-06-27T10:05:00.514106746Z,103.9.0.229:43320,POST,/medicine_classify_v2/,200
2025-06-27,2025-06-27T10:05:07.014397075Z,103.9.0.229:43320,POST,/classify_ngoaitru,200
2025-06-27,2025-06-27T10:16:55.029389122Z,103.9.0.229:58450,POST,/medicine_classify_v2/,200
2025-06-27,2025-06-27T10:17:01.965676204Z,103.9.0.229:58450,POST,/classify_ngoaitru,200
2025-06-27,2025-06-27T10:30:37.938690971Z,103.9.0.229:47328,POST,/classify_ngoaitru,200
2025-06-27,2025-06-27T10:31:25.750651249Z,118.69.125.122:51371,POST,/medicine_classify_v2/,200
2025-06-27,2025-06-27T10:33:01.653080712Z,103.9.0.229:56118,POST,/medicine_classify_v2/,200
2025-06-27,2025-06-27T10:33:09.889339857Z,103.9.0.229:56118,POST,/classify_ngoaitru,200
2025-06-27,2025-06-27T10:36:00.998316158Z,118.69.125.122:51709,POST,/medicine_classify_v2/,200
2025-06-27,2025-06-27T10:36:06.216993165Z,118.69.125.122:51709,POST,/medicine_classify_v2/,200
2025-06-27,2025-06-27T10:36:14.231027065Z,118.69.125.122:51709,POST,/classify_ngoaitru,200
2025-06-27,2025-06-27T10:50:29.560722267Z,103.9.0.229:33216,POST,/medicine_classify_v2/,200
2025-06-27,2025-06-27T10:50:38.887904824Z,103.9.0.229:33216,POST,/classify_ngoaitru,200
2025-06-27,2025-06-27T11:03:58.050088271Z,118.69.125.122:53264,POST,/extract_drug_info,200
2025-06-27,2025-06-27T13:08:50.860582914Z,103.9.0.229:50438,POST,/medicine_classify_v2/,200
2025-06-27,2025-06-27T13:08:55.290854855Z,103.9.0.229:50438,POST,/classify_ngoaitru,200
2025-06-28,2025-06-28T00:33:07.162651796Z,103.9.0.229:40918,POST,/medicine_classify_v2/,200
2025-06-28,2025-06-28T00:33:15.343402701Z,103.9.0.229:40918,POST,/classify,200
2025-06-28,2025-06-28T01:32:50.046436963Z,103.9.0.229:55338,POST,/medicine_classify_v2/,200
2025-06-28,2025-06-28T01:35:46.569547107Z,103.9.0.229:32870,POST,/medicine_classify/,200
2025-06-28,2025-06-28T01:35:57.459688565Z,103.9.0.229:32870,POST,/medicine_classify_v2/,200
2025-06-28,2025-06-28T01:36:46.567938811Z,103.9.0.229:56228,POST,/medicine_classify/,200
2025-06-28,2025-06-28T01:36:54.697819180Z,103.9.0.229:56228,POST,/medicine_classify_v2/,200
2025-06-28,2025-06-28T01:38:57.591361158Z,103.9.0.229:34912,POST,/medicine_classify/,200
2025-06-28,2025-06-28T01:39:07.776271176Z,103.9.0.229:34912,POST,/medicine_classify_v2/,200
2025-06-28,2025-06-28T03:26:53.815654576Z,103.9.0.229:51722,POST,/medicine_classify_v2/,200
2025-06-28,2025-06-28T03:27:01.770850187Z,103.9.0.229:51722,POST,/classify_ngoaitru,200
2025-06-28,2025-06-28T04:31:28.978299940Z,103.9.0.229:60396,POST,/medicine_classify_v2/,200
2025-06-28,2025-06-28T04:32:05.469853809Z,103.9.0.229:53492,POST,/classify,200
2025-06-28,2025-06-28T05:14:55.390878377Z,103.9.0.229:46930,POST,/medicine_classify_v2/,200
2025-06-28,2025-06-28T05:15:01.183858083Z,103.9.0.229:46930,POST,/classify_ngoaitru,200
2025-06-28,2025-06-28T06:46:10.025773105Z,103.9.0.229:43678,POST,/medicine_classify_v2/,200
2025-06-28,2025-06-28T06:46:16.784686721Z,103.9.0.229:43678,POST,/classify,200
2025-06-28,2025-06-28T07:46:13.733090616Z,103.9.0.229:56750,POST,/medicine_classify_v2/,200
2025-06-28,2025-06-28T07:46:28.081824633Z,103.9.0.229:56750,POST,/classify_ngoaitru,200
2025-06-28,2025-06-28T07:50:04.409107342Z,103.9.0.229:46678,POST,/medicine_classify_v2/,200
2025-06-28,2025-06-28T07:50:14.109691406Z,103.9.0.229:46678,POST,/classify_ngoaitru,200
2025-06-28,2025-06-28T08:41:40.156593287Z,103.9.0.229:50768,POST,/medicine_classify_v2/,200
2025-06-28,2025-06-28T08:41:44.003120140Z,103.9.0.229:50768,POST,/classify_ngoaitru,200
2025-06-28,2025-06-28T09:37:53.159113889Z,103.9.0.229:40050,POST,/medicine_classify_v2/,200
2025-06-28,2025-06-28T09:38:01.166416711Z,103.9.0.229:40050,POST,/classify_ngoaitru,200
2025-06-28,2025-06-28T11:12:58.570399487Z,103.9.0.229:36482,POST,/medicine_classify_v2/,200
2025-06-28,2025-06-28T11:13:04.722322280Z,103.9.0.229:36482,POST,/classify_ngoaitru,200
2025-06-28,2025-06-28T12:28:54.470113432Z,103.9.0.229:52286,POST,/medicine_classify_v2/,200
2025-06-28,2025-06-28T12:29:01.168560181Z,103.9.0.229:52286,POST,/classify_ngoaitru,200
2025-06-28,2025-06-28T12:44:57.038110165Z,103.9.0.229:51716,POST,/medicine_classify_v2/,200
2025-06-28,2025-06-28T12:45:05.191555023Z,103.9.0.229:51716,POST,/classify_ngoaitru,200
2025-06-28,2025-06-28T13:44:44.236818625Z,103.9.0.229:37726,POST,/medicine_classify_v2/,200
2025-06-28,2025-06-28T13:44:48.638972324Z,103.9.0.229:37726,POST,/classify_ngoaitru,200
2025-06-29,2025-06-29T00:18:46.073280145Z,103.9.0.229:50302,POST,/medicine_classify_v2/,200
2025-06-29,2025-06-29T00:18:50.817107293Z,103.9.0.229:50302,POST,/classify_ngoaitru,200
2025-06-29,2025-06-29T01:03:23.231607226Z,103.9.0.229:38118,POST,/classify_ngoaitru,200
2025-06-29,2025-06-29T04:37:51.642154391Z,103.9.0.229:40718,POST,/medicine_classify_v2/,200
2025-06-29,2025-06-29T04:37:58.867542068Z,103.9.0.229:40718,POST,/classify_ngoaitru,200
2025-06-29,2025-06-29T04:47:46.463900804Z,103.9.0.229:46178,POST,/medicine_classify_v2/,200
2025-06-29,2025-06-29T04:47:51.020787452Z,103.9.0.229:46178,POST,/classify_ngoaitru,200
2025-06-29,2025-06-29T04:51:45.761559316Z,103.9.0.229:32772,POST,/medicine_classify_v2/,200
2025-06-29,2025-06-29T04:51:50.267302307Z,103.9.0.229:32772,POST,/classify_ngoaitru,200
2025-06-29,2025-06-29T05:31:43.292236051Z,103.9.0.229:43070,POST,/medicine_classify_v2/,200
2025-06-29,2025-06-29T05:31:47.256806040Z,103.9.0.229:43070,POST,/classify_ngoaitru,200
2025-06-29,2025-06-29T13:18:46.215563848Z,103.9.0.229:46428,POST,/medicine_classify_v2/,200
2025-06-29,2025-06-29T13:18:50.086644748Z,103.9.0.229:46428,POST,/classify_ngoaitru,200
2025-06-29,2025-06-29T13:57:54.033915467Z,103.9.0.229:51158,POST,/medicine_classify_v2/,200
2025-06-29,2025-06-29T13:58:00.392622480Z,103.9.0.229:51158,POST,/classify_ngoaitru,200
2025-06-29,2025-06-29T14:40:10.162844439Z,103.9.0.229:51816,POST,/medicine_classify_v2/,200
2025-06-29,2025-06-29T14:40:22.933086269Z,103.9.0.229:51816,POST,/classify_ngoaitru,200
2025-06-29,2025-06-29T15:21:55.676132499Z,103.9.0.229:57324,POST,/medicine_classify_v2/,200
2025-06-29,2025-06-29T15:22:03.752037145Z,103.9.0.229:57324,POST,/classify_ngoaitru,200
2025-06-30,2025-06-30T01:40:21.029072257Z,103.9.0.229:39076,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T01:40:33.188854425Z,103.9.0.229:39076,POST,/classify_ngoaitru,200
2025-06-30,2025-06-30T01:52:08.901111714Z,103.9.0.229:55190,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T01:52:22.248138921Z,103.9.0.229:55190,POST,/classify_ngoaitru,200
2025-06-30,2025-06-30T02:55:48.931344828Z,103.9.0.229:33920,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T02:55:56.691917925Z,103.9.0.229:33920,POST,/classify_ngoaitru,200
2025-06-30,2025-06-30T03:14:43.104894959Z,103.9.0.229:37054,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T03:14:47.243561294Z,103.9.0.229:37054,POST,/classify_ngoaitru,200
2025-06-30,2025-06-30T03:34:01.118064339Z,103.9.0.229:36318,POST,/classify,200
2025-06-30,2025-06-30T03:51:56.067324756Z,103.9.0.229:53614,POST,/medicine_classify/,200
2025-06-30,2025-06-30T03:52:04.496526896Z,103.9.0.229:53614,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T03:55:38.470230197Z,103.9.0.229:34022,POST,/classify_ngoaitru,200
2025-06-30,2025-06-30T04:15:00.292963312Z,103.9.0.229:40594,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T04:15:10.578290210Z,103.9.0.229:40594,POST,/classify_ngoaitru,200
2025-06-30,2025-06-30T04:18:49.357347220Z,103.9.0.229:40518,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T04:18:54.483247979Z,103.9.0.229:40518,POST,/classify_ngoaitru,200
2025-06-30,2025-06-30T04:31:51.064895428Z,103.9.0.229:41170,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T04:31:58.384041617Z,103.9.0.229:41170,POST,/classify_ngoaitru,200
2025-06-30,2025-06-30T04:51:56.657416277Z,103.9.0.229:40626,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T04:52:06.978295122Z,103.9.0.229:40626,POST,/classify_ngoaitru,200
2025-06-30,2025-06-30T04:53:23.381214087Z,103.9.0.229:37124,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T04:53:40.457380807Z,103.9.0.229:37124,POST,/classify_ngoaitru,200
2025-06-30,2025-06-30T04:55:41.265048994Z,103.9.0.229:34188,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T04:55:45.089879187Z,103.9.0.229:34188,POST,/classify_ngoaitru,200
2025-06-30,2025-06-30T06:38:45.030810806Z,103.9.0.229:33086,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T06:38:53.027890290Z,103.9.0.229:33086,POST,/classify_ngoaitru,200
2025-06-30,2025-06-30T06:48:46.442874603Z,103.9.0.229:60788,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T06:48:50.776416006Z,103.9.0.229:60788,POST,/classify,200
2025-06-30,2025-06-30T07:12:35.470195330Z,103.9.0.229:45412,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T07:12:53.861098595Z,103.9.0.229:45412,POST,/classify_ngoaitru,200
2025-06-30,2025-06-30T07:24:45.919326378Z,103.9.0.229:34324,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T07:24:50.242631978Z,103.9.0.229:34324,POST,/classify_ngoaitru,200
2025-06-30,2025-06-30T07:25:53.933523267Z,103.9.0.229:51796,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T07:26:00.921631828Z,103.9.0.229:51796,POST,/classify_ngoaitru,200
2025-06-30,2025-06-30T07:36:35.193899201Z,103.9.0.229:42686,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T07:36:52.259546418Z,103.9.0.229:42686,POST,/classify_ngoaitru,200
2025-06-30,2025-06-30T07:50:40.560209620Z,103.9.0.229:40312,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T07:50:44.562230662Z,103.9.0.229:40312,POST,/classify_ngoaitru,200
2025-06-30,2025-06-30T07:52:04.679142302Z,103.9.0.229:58118,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T07:52:10.788121122Z,103.9.0.229:58118,POST,/classify,200
2025-06-30,2025-06-30T08:16:47.588066665Z,103.9.0.229:54576,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T08:16:53.978562382Z,103.9.0.229:54576,POST,/classify_ngoaitru,200
2025-06-30,2025-06-30T09:15:44.173153619Z,103.9.0.229:44826,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T09:16:52.647465851Z,103.9.0.229:40834,POST,/classify,200
2025-06-30,2025-06-30T10:25:20.678280291Z,103.9.0.229:60952,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T10:26:34.106894824Z,103.9.0.229:49496,POST,/classify,200
2025-06-30,2025-06-30T11:39:47.656091287Z,103.9.0.229:48114,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T11:39:55.768933028Z,103.9.0.229:48114,POST,/classify_ngoaitru,200
2025-06-30,2025-06-30T11:58:24.763091124Z,103.9.0.229:48326,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T11:58:38.954992523Z,103.9.0.229:48326,POST,/classify_ngoaitru,200
2025-06-30,2025-06-30T12:29:46.195855186Z,103.9.0.229:51770,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T12:29:51.692006636Z,103.9.0.229:51770,POST,/classify_ngoaitru,200
2025-06-30,2025-06-30T12:38:15.302405290Z,103.9.0.229:35970,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T12:38:39.043797167Z,103.9.0.229:44528,POST,/classify,200
2025-06-30,2025-06-30T12:43:29.818248968Z,103.9.0.229:42592,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T12:44:01.517788660Z,103.9.0.229:45186,POST,/classify,200
2025-06-30,2025-06-30T13:09:46.649135104Z,103.9.0.229:58846,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T13:09:52.473745170Z,103.9.0.229:58846,POST,/classify_ngoaitru,200
2025-06-30,2025-06-30T14:34:51.791068388Z,103.9.0.229:47352,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T14:34:57.016192243Z,103.9.0.229:47352,POST,/classify_ngoaitru,200
2025-06-30,2025-06-30T14:42:55.090850486Z,103.9.0.229:35558,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T14:43:03.130790828Z,103.9.0.229:35558,POST,/classify_ngoaitru,200
2025-06-30,2025-06-30T15:03:46.986261440Z,103.9.0.229:54064,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T15:03:52.689008178Z,103.9.0.229:54064,POST,/classify_ngoaitru,200
2025-06-30,2025-06-30T15:52:16.209772492Z,103.9.0.229:35182,POST,/medicine_classify_v2/,200
2025-06-30,2025-06-30T15:52:26.848264929Z,103.9.0.229:35182,POST,/classify_ngoaitru,200
